,Content,label
9256,Отличное приложение,0
9257,Класс,0
9258,После обновления не могу зайти в приложение. Связь через вайфай с другого телефона. Нахожусь в другой стране. Верните доступ к финансам!!!,0
9259,Спасибо,0
9260,Нормально все,0
9261,заходит и выбрасывает,0
9262,Хорошенько всё,0
9263,Очень удобно,0
9264,Превосходно!,0
9265,Пока всем довольна! Очень удобно переводить с карты на карту.,0
9266,Кирилл,0
9267,Создали больше проблем...,0
9268,Почему не отображается карта?,0
9269,Удоно спасибо!,0
9270,Все хорошо,0
9271,"Спасибо, очень удобно и качественно.",0
9272,"Очень удобно,большой респект разработчикам",0
9273,"Всё отлично, особенно нравиться что при платеже по шаблону , например,по квартплате, стоит уже сумма платежа за месяц оплаты.",0
9274,"При закрытии в трей приложение останавливается. Доведите до ума, господа разработчики.",0
9275,Все хорошо,0
9276,"Очень жаль, что не отображаются поступающие средства, а так всё устраивает",0
9277,"Удобное приложение, пользуюсь регулярно. Один минус- раньше видел свои кредиты и остаток суммы по ним, сейчас эту возможность закрыли (поэтому 4*). К разработчикам - верните пожалуйста.",0
9278,"Не могу поменять город, берут конскую камисию, как-то 20 век еще держит",0
9279,Очень удобное приложение,0
9280,Просто супер!,0
9281,"Удобно,понятно,доступно",0
9282,"Очень удобно, но есть пара проблем, которые существенно мешают: 1) пароль приходится вводить дважды, первый раз уведомление о входе приходит, но пароль запрашивается заново; 2) в шаблонах постоянно появляется весь список избранных контактов из телефонной книги. Удаляешь, а при следующем входе они заново появляются((.",0
9283,Класс,0
9284,"Все отлично работает, удобно и просто.",0
9285,"Антивирус не дает мне запустить приложение на мейзу, пишет что рут открыт, хотя закрыт и то что не оф прошивка",0
9286,спасибо что есть,0
9287,Очень удобно,0
9288,Вячеслав.,0
9289,"Чтс десайр 820 дуал Сим,не могу установить пишет ошибка 24",0
9290,Хорошая программа,0
9291,Очень удобно .здорово,0
9292,Вылетает,0
9293,Приложение супер!,0
9294,"Удобно, не выходя из дома, совершать нужные банковские операции, но ещё не всё освоила.",0
9295,Указанные банкоматы на карте или не существуют или не работают по указанному времени,0
9296,Хорошее приложение.,0
9297,Антивирус блокирует вход и виснет.,0
9298,"В Тинькофф я просто нажимаю кнопку бесконтактной оплаты и ввожу пароль. Здесь - я экранов 30 с настройками и всякими тупыми приложениями пролистал, прежде чем настроил бесконтактную оплату, и при этом у меня там все посбивалось, я не могу Тинькофф платить, или Сбер опять сбивается. Короче, как всегда - какой-то ужас.",0
9299,Константин,0
9300,пока всё отлично!,0
9301,"Очень удобное приложение, интерфейс интуитивно понятен. Пользоваться- одно удовольствие.",0
9302,"Удобное, быстрое решение)",0
9303,"Ставлю пять баллов, так как ооочень всё удобно, и просто. Несколько степеней защиты",0
9304,Вход в приложение иногда только со второго или третьего раза. В общем - удобно и информативно. Нравится что можно делать перевод по номеру телефона и через смс,0
9305,Хорошее. Все удобно. Мне понравилось,0
9306,Отлично!!!,0
9307,Очень удобное приложение. Большое спасибо.,0
9308,Нравится,0
9309,"Мне не нравится как он самостоятельно переводить между картами или сберегательный лично мне вот эти функции вообще не надо,а как отключить не знаю",0
9310,"После обновления приходится трижды вводить код ,чтобы зайти , исправте",0
9311,"Жаль, отрицательной шкалы нет, чтоб уравнять миллион хвалебных отзывов...",0
9312,Отлично,0
9313,Удобно),0
9314,Все устраивает,0
9315,Хорошее приложение,0
9316,Лидия,0
9317,"Все хорошо, пока.",0
9318,"Отличное, все очень удобно и доступно",0
9319,Отличное приложение!,0
9320,Нормально.,0
9321,"Идиоты,с root не работает",0
9322,"Раньше было хорошее приложение! Но после обновления попал весь функционал приложения. Остаётся один вопрос к разработчикам. Для чего оно теперь нужно если все платежи что были доступны ранее, теперь можно совершить только через браузер или через банкомат? По моему мнению оно стало полностью бесполезным. Сношу нафиг.",0
9323,Спасибо,0
9324,Удобно...но вот часто почему то заходит только со второго раза..хотя появляется извещение что вход осуществлен сразу...ну а так больше нет нареканий,0
9325,"Удобно, меня устраивает!",0
9326,Удобный сервис,0
9327,Очень удобное приложение,0
9328,Отлично работает,0
9329,Сделано для людей. Приятно пользьваться. Да ещё плюс 3 % от покупок копилка!,0
9330,Удобно мне нравится!!!,0
9331,Eesss,0
9332,Все хорошо,0
9333,Очень удобное приложение))) все удобно и понятно) спасибо,0
9334,"Постоянно стал сыпать ""Соединение с сервером разорвано. Подключитесь к другой сети"" и это через Wi-Fi! В мобильных сетях входит через раз...",0
9335,"Удобное, приложение,",0
9336,"Почему при входе в приложение, на экране ввода пароля, происходит повторная загрузка приложения и требуется вводить пароль ещё раз?",0
9337,"После обновления работает плохо, показывает ошибку при входе!!",0
9338,"Приложение супер, спасибо!",0
9339,Нравится,0
9340,Самый удобный клиент банк,0
9341,Удобное приложение...,0
9342,🍓🍓🍓🍓🍓,0
9343,Всё удобно и просто,0
9344,Удобное приложение,0
9345,Не приходит пароль в смс,0
9346,"Просто,быстро,удобно.респект разработчикам!",0
9347,Отличное приложение.Очень удобно пользоваться.Все услуги под рукой.,0
9348,Отлично,0
9349,Все удобно все для лентяев как Я.))),0
9350,Очень удобно,0
9351,Отличное приложение или всегда под рукой.,0
9352,Годно,0
9353,Удобное и практичное приложение.,0
9354,💪👍👍👍,0
9355,Почему у сбера переводы длятся вечность? Пользуюсь еще двумя банками. Там от двух до 30 секунд длиться перевод. В сбере надо ждать несколько дней,0
9356,Глючит. При создании автоплатежей.,0
9357,Хорошо,0
9358,Стабильная работа. Удобный интерфейс. Все ок,0
9359,"Очень удобное приложение ,всё очень нравится",0
9360,Не запускается после обновления Xperia m2,0
9361,"Приложение х хорошее, только иногда глючит приходится перезагружать, а так очень удобно.",0
9362,Все очень хорошо работает))) Спасибо разработчикам),0
9363,Великолепно,0
9364,Отлично,0
9365,Почему не сохраняется переписка с банком?,0
9366,Удобно,0
9367,"Отличное приложение , всё безотказно работает , всё что нужно всё есть !",0
9368,"Не знаю чего там исправили, но при входе полоска ""инициализация антивируса"" виснет где-то на 60% и все. Подождал час - без изменений. Висит. Войти в приложение невозможно. А ведь раньше работало. Samsung S4mini не рутованный, только оф. Обновления.",0
9369,Очень удобно!,0
9370,Очень удобно,0
9371,Всё отлично работает,0
9372,"Все работает, нареканий нет. Только отпечаток периодически исчезает при входе.",0
9373,"Очень удобно,большое спасибо создателям.",0
9374,Отлично работает,0
9375,Вход происходит со 2го раза!,0
9376,"Все отлично работает, многие платежи можно делать не выходя из дома, очень удобно",0
9377,"постоянно вход только со 2 раза ввода пароля, если нет 3g сети, то при EDGE, не запускается, хотя год назад работало, устраняйте проблемы, иначе придётся отказываться от приложения",0
9378,Норма,0
9379,Отличное приложение!,0
9380,Сервис все время не доступен,0
9381,"Единственное,что хотелось бы увидеть на экране-МИНИМАЛЬНЫЙ ПЛАТЁЖ ПО КРЕДИТНОЙ КАРТЕ...разрабам будет 100 звёзд,если реализуют....ну очень актуальная информация...,для неимоверного количества пользователей.....,удачи в работе...!!!",0
9382,Спасибо,0
9383,приложение очень удобное.,0
9384,Ok,0
9385,Все очень удобно.,0
9386,"После последнего обновления появились некоторые проблемы. 1. Появилось сообщение о том что у моего устройства неоригенальная прошивка, хотя до этого все было нормально 2. При вводе пароля открывается приветствие после выкидывает обратно на окно ввода пароля. Когда это исправят РАЗРАБОТЧИКИ ГДЕ ВЫ",0
9387,Norm,0
9388,"Отличное приложение! Лучше не бывает! Очень удобно, без него никак!",0
9389,Отлично спасибо,0
9390,Очень удобный и быстрый сервис! Спасибо,0
9391,"А мне все понравилось, явных ошибок не выявил .",0
9392,Отличное приложение,0
9393,Отлично,0
9394,"Пишет ""рут"". Урезаны возможности. Но как это влияет на безопасность? Мошенники как обманывали с помощью приложения так и обманывают. Ни одно приложение других банков этим не страдает. Не в том направлении двигаетесь,ребятки!!",0
9395,Удобно и быстро,0
9396,Мне нравится ),0
9397,Все гуд,0
9398,"Всё устраивает, все супер",0
9399,Все устраивает.,0
9400,Очень удобное и отличное приложение!,0
9401,Vi krutie,0
9402,Мне нравитя,0
9403,"Удобно, просто и быстро.",0
9404,Просто и удобно!!!,0
9405,Все отлично!,0
9406,"Хорошо. Есть проблемы, но над ними работают.",0
9407,Супер,0
9408,Всё удобно.,0
9409,Все супер,0
9410,"Просто супер, очень удобно, спасибо за приложение",0
9411,Очень удобное преложение,0
9412,Быстро и удобно,0
9413,"Сбербанк лучше всех, но почему то мне отказывает в кредите. Все равно я верна ему",0
9414,Пока работает без нареканий.,0
9415,"Иногда тупит приложение, но в целом хорошее",0
9416,Очень удобное приложение!,0
9417,Соединение с серчером разорвано. Подключитесь к другой сети. И это даже дома на вайфае.,0
9418,Полезно,0
9419,Одно из лучших приложений доя клиентов банка. Особенно нравится перевод денег по номеру телефона другим клиентам Сбербанка,0
9420,Приложение супер! Удобное и в качестве плюса- бесплатный антивирус,0
9421,Всё отлично!!!,0
9422,Приятно быстро работать.,0
9423,Удобно,0
9424,"Перестало работать приложение сразу после обновления до версии 7.7.2. На телефоне нет рут-доступа, нет вирусов и установлена заводская прошивка, но приложение сообщает о наличии вирусов, рут-доступа и о не заводской прошивке на телефоне. До обновления 7.7.2 этих ошибок не было. Исправьте, пожалуйста.",0
9425,приятное приложение.всё понятно,0
9426,Класс,0
9427,Сильно нагружает устройство.,0
9428,"Слишком долгая загрузка после обновления. Причем обновления принудительные. Раньше было лучше. Навороты в приложении идут в ущерб мобильности. И слишком много весят. Все-таки это не ПК , где много памяти.",0
9429,"Сбой при установке. Телефон зенфон 5, код ошибки 963.",0
9430,"Приложение стало бесполезным с вашим антивирусом. Перестало работать все кроме оплаты мобильного. Прошивка заводская Flyme (Android 6.0), в root-права никогда не лазил. Будет проще добавить возможность выбора для пользователей устанавливать приложение с антивирусом или без.",0
9431,"Очень удобно, спасибо!",0
9432,Норм приложуха,0
9433,Всё супер!,0
9434,Не могу войти запросил логин ввела должен прислать пороль а смс не приходит!!!,0
9435,"Все хорошо. Жаль, что часы работы офисов не указаны ( указан только статус работы)",0
9436,Отлично,0
9437,Ок,0
9438,Отлично!,0
9439,Нормальной программа можно ползатьсо,0
9440,Мне очень нравится это приложение. При хорошем интернете никогда не было сбоев.,0
9441,Очень удобное придожение,0
9442,Отличное приложение!!!,0
9443,Не устанавливает на планшет. Почему? Что сделать?,0
9444,Всё отлично!,0
9445,"Совершенно недовольна обновлением, урезали работу с платежами - пишет что рут права есть, на телефоне их нет и не было. Решите эту проблему, а то даже не хочется лишний раз заходить, себя разочаровывать. Meizu u10 ------ Спасибо, что услышали, всё исправили",0
9446,"Наконец-то! Возвращаю оценку 5 звезд после обновления! Длительное время была лишена возможности пользоваться приложением из-за якобы root-доступа, которого впомине не было. Сейчас все снова отлично! Спасибо! Так держать! И не экспериментируйте так больше, пожалуйста!",0
9447,"Мне пока нравится, претензий к программе нет!",0
9448,Спасибо,0
9449,Класс?,0
9450,Удобно,0
9451,Работает отлично.,0
9452,Отлично работает,0
9453,Сбербанк-сила!,0
9454,Оперативные платежи.,0
9455,"отличное, очень удобное приложение. Рекомендую",0
9456,Отличное приложение.,0
9457,Очень долго загружается.,0
9458,"Удобное приложение, совершенсивуйтесь дальше.",0
9459,"Скажите пожалуйста, для чего вы выдаёте перечень получателей платежей со всей страны если карта Костромская. Раньше были только Кострома и регионы. Поисковик неадекватный. Верните как было.",0
9460,150 мб говна в памяти телефона,0
9461,"Все устраивает, замечаний нет",0
9462,Разработчикам респект! За всё время пользования (около 3 лет) ни одного сбоя. Спасибо!,0
9463,"после обновлений стало пароноидальным, на телефон деньги не положишь...",0
9464,Cool,0
9465,"Очень удобно, спасибо",0
9466,Очень удобно,0
9467,"Почему поиск не работает, вводу ИНН, чтоб найти организацию которой надо заплатить штраф, и белый лист, плати как хочешь. Уже ничего не удивляет, в России живем.",0
9468,Очень удобно,0
9469,Все работает хорошо,0
9470,"Приложение удобное,очень выручает!",0
9471,"До последнего не хотел обновлять приложение и был прав,но ваша галочка ""больше не напоминать"" как обычно не работает. После обновы вообще не могу делать переводы, грузит и потом кидает на главную страницу с финансами,просто ор,спасибо.",0
9472,"Пользуюсь регулярно, удобно для переводов между клиентами Сбера.",0
9473,Супер,0
9474,"Хотелось бы просматривать все операции, совершенные по карте, а не только те, что в мобильном приложении.",0
9475,Отлично. Особенно новая функция -платежи по штрих-коду. Занимает всего пару секунд. Сппсибо,0
9476,Очень удобное приложение!,0
9477,Всё супер,0
9478,Программа полностью устраивает. Все работает. Хорошо.,0
9479,Очпнь удобное приложени,0
9480,"Спасибо что исправили ошибки, теперь приложение не видит не существующих root прав",0
9481,Удобно работать.,0
9482,Всё супер,0
9483,"Хорошее приложение, да вот только вклад закрыть не получается. Идёт загрузка, потом зависает и приложение закрывается.",0
9484,Гуд,0
9485,Все функционально,0
9486,Очень удобно,0
9487,Отличное приложение!,0
9488,Опять через упож.,0
9489,Все прекрасно. Здорово экономит время.,0
9490,"Очень удобен и доступен как маме-пенсионерке,так мне и дочери 13 лет. Спасибо Вам!",0
9491,Как и всегда приложение работает прекрасно.Я очень довольна),0
9492,Отлично работает,0
9493,"После обновления при входе в приложение, не приходит сообщение SMS о входе",0
9494,"Походу тут некому нечего не надо,если комменты не читаете и не исправляете ошибки!!! ПРОБЛЕМ ХВАТАЕТ, АЖ БЕСИТ! ПРИ ВХОДЕ НУЖНО ВВОДИТЬ ПАРОЛЬ 2-3 РАЗА, А СМС РРИХОДИТ ПРИ ПЕРВОМ УЖЕ РАЗЕ, ЧТО ЗА БРЕД ПОЛНЕЙШИЙ... И ТАК ЖЕ КОГДА ВЫХОЖУ ИЗ ПРИЛОЖЕНИЯ ТО ЧЕРЕЗ НЕКОТОРРЕ ВРЕМЯ ПИШЕТ ОШИБКУ...КАКУЮ!? Я ТАМ ДАВНО вышел!!!",0
9495,"При переходе на шаблоны приложение вылетает. Учитывая, что сбером пользуюсь исключительно для оплаты ЖКХ, приложение становится абсолютно бесполезным.",0
9496,"Приложения супер! Но, время операций ,вход и тд, почему то по Москве ,лично меня это не много напрягает! В разных регионах РФ,я должен прибавлять часы! Если есть возможность сделать поправки по часам!",0
9497,Отвратительное приложение.. глючит вылетает отображает левые карты остаток не отображает корректно,0
9498,"Удобное и функциональное приложение, в оффлайн банк почти перестал заходить, все платежи доступны с телефона.",0
9499,Отличное преложение в се легко и просто.,0
9500,Очень удобное приложение,0
9501,Норм,0
9502,Удобно,0
9503,Отлично,0
9504,Удобно!,0
9505,"Казалось, качаешь приложение, и быстро все сделаешь, но вместо этого 5 минут ждешь, пока он установится/проверит прошивку.",0
9506,Все очень удобно,0
9507,Отлично работает!,0
9508,Просит ввести пароль от программы 2-3 раза,0
9509,Очень долго загружает по несколько раз запрашивает по роль.После обновления просто тупит,0
9510,Все хорошо!,0
9511,Пользуясь им постоянно.,0
9512,Мне нравится. Быстро и ясный интерфейс,0
9513,"Очень удобное и понятное приложение! Иногда долго открывается, виснет при переходе на оплаты обычно вечером,даже при стабильном интернет-подключении. Особенно это смущает,когда переводишь деньги и не понятно, то ли прошёл перевод ,то ли нет.",0
9514,Очень удобное приложение и быстрое .,0
9515,Отличное приложение,0
9516,Все нравится,0
9517,"Спасибо!только не могу отправить свой отзыв сбрасывает,",0
9518,"3 за то что долго грузит приложения, исправят поставлю 5",0
9519,"Отлично,все удобно",0
9520,Изи переводы,0
9521,Огонь,0
9522,"просто супер, очень удобно",0
9523,Все стабильно-меня устраивает))),0
9524,"После обновления стало невозможно переводить деньги на чужие карты (можно только между своими). В банке ошибку признают, но сделать ничего не могут. Уже несколько месяцев, причём. В чём тогда смысл приложения? Твёрдая двойка.",0
9525,Меня все устраивает. Главное мобильно.,0
9526,Очень удрбное,0
9527,Очень удобное приложение!,0
9528,Очень удобное приложение,0
9529,Удобно,0
9530,меня всё устраивает,0
9531,ОооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооооСупер!!!,0
9532,"Пока все устраивает - и скорость, и качество. Так держать!!!",0
9533,Удобно.,0
9534,Удобно,0
9535,Прекрасное приложение,0
9536,Очень удобно пользоваться Сбербанком России,0
9537,Спасибо,0
9538,"Если есть рут, то не дает ничего, кроме работы с шаблонами",0
9539,Отличное приложение,0
9540,Очень удобно но мне нужна помощь. Не могу написать номер карты. Не водит последнию цифру.,0
9541,Отличное приложение.,0
9542,Отличное приложение,0
9543,Отличное приложение. Для меня это приложение палочка-выручалочка! Спасибо!,0
9544,"Работает хорошо, но иногда бывают лаги. 5 поставить не могу. Работайте, чуваки😜",0
9545,Супер,0
9546,Отличное приложения чудо просто,0
9547,Все устраивает,0
9548,Надеюсь все норм),0
9549,"Очень тормозит , зарегистрироваться не даёт , ужасно глючит",0
9550,Не могу обновить,0
9551,Все отлично работает,0
9552,Все чётко),0
9553,Все работает очень хорошо,0
9554,Классное приложение,0
9555,Хорошее приложение)),0
9556,"Завел молодежную карты и с ней решил установить это приложение. Ну скажу я вам в целом не плохо, но недавно я тут решил начать копить и для то чтобы проверить как оно (а именно копилка) решил накопить целый рубль,работает , накопил, а вот снять деньги увы не получилось и не получится, т.к я несовершеннолетний и чтобы снять деньги с копилки придется ждать 3 года до моего совершеннолетия. Так что такой молодёжи как я начинать копить с этой копилкой не рекомендую, а разработчиков попрошу (если это возможно) как-то переделать это! Спасибо!",0
9557,Отличное приложение:) Удобное. Моё нравится,0
9558,Замечательное приложение!,0
9559,Все хорошо.,0
9560,Круто,0
9561,Класс,0
9562,"Телефон не рутирован, а приложение всё равно ограничило функционал. Хотя раньше всё было нормально.",0
9563,"Приложения норм а что это за угрозы, я не знаю как отчистить этого . Здесь написано (Найдено критически угрозы), что мне делать? Удалить приложению и заново скачать ?? Пожалуйста придумайте что-нибудь!!",0
9564,Приложение занимает слишком много места,0
9565,"Отвратительное приложение. При запуске постоянно десятки секунд проверяет прошивку и сообщает ""экстренные новости"" что она оказывается не оригинальная. А то я с первого раза не понял. Для перевода с сберовской карты на сберовскую карту использую приложение альфабанка, в этом не позволяет делать перевод. Ну не показатель ли?",0
9566,Очень удобно работать!! Пользуюсь создаваемыми шаблонами. Ужобная оплата на счета организаций.,0
9567,Lenovo yoga tablet 3pro приложение не запускается. Не работает.,0
9568,Ок,0
9569,В целом Хорошо только пожалуйста не меняйте так часто интерфейс он и так достаточно Удобен и понятен Спасибо,0
9570,"Мне очень нравится, удобно и быстро)",0
9571,"Не устанавливается обновление, скачивается по кругу!!!!!",0
9572,"Всё коротко,ясно и понятно, как в армии.",0
9573,Найс,0
9574,"Приложение удобно, понятно и стабильно.",0
9575,Класс,0
9576,Меня все устраивает,0
9577,Пока нет проблем,0
9578,Очень приятно работать,0
9579,"Еще бы суммы платежей увеличить, и наконец то под 6 Flyme доделали. С возможностью без ограничений выполнять платежи. На 5 ругался на модифицированную прошивку",0
9580,"Был хороший сбербанк онлайн, так нет же надо ведь его ещё лучше сделать. Нахрена нужен ваш вонючий антивирус, он мои платежи ничем не защитит. Может вам ещё функцию слежения за моей личной жизнью добавить? Ужас просто.",0
9581,Очень удобно и быстро! Спасибо разработчикам!,0
9582,"Отличное приложение, а самое главное - УДОБНОЕ!",0
9583,Полноценный банк!,0
9584,"Все отлично , спасибо за удобство",0
9585,"Всё ясно, лаконично и быстро.",0
9586,"Пишет, что на устройстве Рут. Но все приложения говорят обратное. И в сервисе сказали, что рута нет. Что делать?",0
9587,Пользуюсь давно)очень удобно выручало меня не раз👍😊,0
9588,Классное приложение,0
9589,"Все удобно,все нравится. Спасибо за данное приложение.",0
9590,Good,0
9591,"Всё очень удобно, знал бы, раньше установил.",0
9592,"Ужасное приложение. Постоянно висит в памяти телефона, запрашивает местоположение, считывае контакты, смс и прочую ЛИЧНУЮ инфу. Плюс глючит и вылетает каждые 3-5 минут. В результате батарею ЖРЕТ сильнее чем навигатор с функцией видеозаписи. И все это ради пары функций сомнительной полезности, которые работают через раз?! Жалею что потратил время на скачивание и установку приложения - оно того точно не стОит! УДАЛЯЮ!",0
9593,Все ок,0
9594,Хорошее приложение,0
9595,Отлично,0
9596,Пыталась ранее работать с другими приложениями - не нравилось и работала с полной версией онлайна. Первая версия которая мне действительно нравится - быстро и просто 😊,0
9597,"Лучший из мобильных банков, что приходилось пользоваться. Всё ясно, понятно, удобно .",0
9598,Ни разу не подвёл,0
9599,Очень удобно и практично,0
9600,Приложение действительно очень классное,0
9601,"С вашим навязанным антивирусом мой воюет, при перезагрузке телефона приходится заново устанавливать онлайн банк,а так приложение хорошее.",0
9602,Худшее банковское мобильное приложение. Ахеревший банк. Когда уже антимонопольный комитет им займётся.,0
9603,Все гуд,0
9604,"Хорошо,удобно",0
9605,Отлично,0
9606,"Удобно,быстро.",0
9607,Приятный интерфейс супер！,0
9608,Меня все устраивает,0
9609,С бербанк удобный. на все напровления,0
9610,Всё ок,0
9611,Очень всё удобно!,0
9612,Всё устраивает,0
9613,"Супер! Очень удобно, безопасно. Работайте дальше в таком же направлении!",0
9614,"Факт, что платёж можно провести только по заранее созданному шаблону, можно считать не удобством. А можно - дополнительной безопасностью.",0
9615,Всё отлично. Единственное можно увеличить скорость загрузки приложения,0
9616,Я очень довольна вами!!!,0
9617,Очень удобное приложение.,0
9618,очень выручает,0
9619,Классное придлож удобно быстро надежно !! Малатцы разработчики,0
9620,Все понятно даже мне приложение работает отлично,0
9621,Klass,0
9622,"Та же фигня, выдает ошибку",0
9623,Супер,0
9624,Очень удобное приложение!,0
9625,Не нужно ходить к банкомату,0
9626,"Хорошее, удобное приложение. Никогда не подводило.",0
9627,"После обновления ОС, все заработало как прежде хорошо! Очень удобное приложение!",0
9628,"Очень медленно загружается приложение из-за проверок, требует по два раза вводить пароль. Где быстрота и удобство, которую все так хотят видеть от мобильных приложений???",0
9629,Спасибо разработчикам. У моем телефоне это приложение работал не полноценно. MEZU M5. Хорошо что исправили. Удачи вам.,0
9630,Очень приятное положение спасибо,0
9631,Хороши,0
9632,Претензий нет.,0
9633,Всё отлично.,0
9634,"Отличное приложение, позуюсь с удовольствием.",0
9635,Удобно,0
9636,Хорошее . Приложение,0
9637,Хорошее приложение,0
9638,пф,0
9639,Зависает.Долго грузит по 10-15м,0
9640,Отлично,0
9641,Все супер.,0
9642,Есть трудности с интерфейсом,0
9643,"Очень удобно, спасибо разработчикам!",0
9644,Удобно регулировать финансы,0
9645,Всё ОК,0
9646,Очень удобное приложение,0
9647,В целом лучше чем другие ...,0
9648,Нормас приложение,0
9649,Классное просто слов нет 👌👍👌👍👌👍,0
9650,"Приложение отличное и удобное, однако стоит включить возможность полноценной работы с картой при использовании пользователем рута, предупредив о возможных последствиях.",0
9651,Норм,0
9652,Очень хорошее и практичное приложение,0
9653,Вообще перестало открываться на телефоне!,0
9654,Мне нравится,0
9655,Хорошие приложение,0
9656,Приятное приложение )) СПАСИБО РАЗРАБОТЧИКИ,0
9657,Для Сбера нормально,0
9658,Все хорошо!,0
9659,Отличное предложение😉,0
9660,Очень удобно,0
9661,быстро удобно очень нравиться,0
9662,Хорошее приложение,0
9663,"Очень полезная и нужная программа. Правда иногда глючит, но терпимо.",0
9664,Постоянным клиентам предлагаю выдавать кредиты не зависимо от 6 мес работы,0
9665,Всё нравится,0
9666,Очень удобно все!,0
9667,Всё понравилось,0
9668,Надеюсь на дальнейшее сотрудничесво,0
9669,"Все работает. Самсунг А3. Минус звезда - за то, что пропал вход по отпечатку.",0
9670,"Заблокирована карта без уведомления,для разблокировки в приложении стоит по умолчанию только звонок,а мне в роуминге,что смс,что звонки в копейку обходится .А чтоб выйти на связь тоже нужно 70км проехать,время+деньги. Убиру отзыв после решения вопроса без езды в онлайн режиме.",0
9671,"Поставил из-за того, что SMS-ки стали приходить на компьютер с большим опозданием и невозможно стало оплатить с компьютера. Особенно понравился сканер штрих-кода, но квитанции распечатываю через комп. Спасибо разработчикам!",0
9672,Очень удобно.,0
9673,Мне понравиться,0
9674,Норм,0
9675,Нет время ждать оператора по 10 минут,0
9676,Очень удобное приложение,0
9677,Эдгар,0
9678,Спасибо,0
9679,Годно,0
9680,Удобно и быстро,0
9681,Очень удобно !!!!,0
9682,"Очень быстро,удобно,спасибо",0
9683,Класс !,0
9684,Вы уже задрали своей проверкой прошивки и невозможностью очистить push сообщения. Xiaomi 5s,0
9685,Очень очень классный банк,0
9686,Удобно.,0
9687,Быстро и удобно,0
9688,Top,0
9689,"Все просто класс!!! Не выходя и дома,находясь на работе любые финансовые операции ,экономия личного времени,очень удобно,это просто здорово.",0
9690,У вас ужасное не компетентные сотрудники. Как можно сказать что у вас палёный андроид. На купленом в оф. Магазине телефоне. И обновленный до последний версии. LG g4 рулит а ваше приложение отстой,0
9691,"Супер удобный банк-клиент, спасибо.",0
9692,Хорошо работает,0
9693,Очень хорошо,0
9694,Очень удобно класс.,0
9695,Офигенно,0
9696,Отлично!!!!!!!!!! Спасибо!!!!!!!,0
9697,Очень очень очень долго загружается.,0
9698,"В целом все работает, интерфейс адекватный.",0
9699,"Спасибо, мне нравится приложение , с проблемами пока не сталкивалась",0
9700,Ништяк,0
9701,Удобно,0
9702,Все удобно,0
9703,Перевести деньги на карту другого банка целая проблема. Не понятно для чего это приложение. Посмотреть сколько осталось на счету.....?,0
9704,Программа.,0
9705,"Meizu m5 note. Был урезан полный доступ к переводам из-за того, что неоригинальная прошивка. Все восстановили, спасибо. Пользуюсь и радуюсь",0
9706,Приложение работает хорошо. Полезные функции. Довольна!,0
